"id_article","titre","nom_latin","ville_participante","Biodiful","Wild","longueur","largeur","poids","couleur","posture","nb_membres","accessoires","diametre_yeux","hauteur_tete","grande_rondeur","longueur_museau","profondeur_tete","matiere","longueur_poil","douceur_poil","longueur_oreilles","volume_corps","volume_tete","volume","sourire","personnage_celebre","regard","regard_visage","toucher","manipuler","sentir","douceur","age","sexe","freres_soeurs","atoi","score","fichier","cpr","cop","cop1","cop2","HeadHei","HeadLat","HeadFron","SnoutLen","SnoutHei","SnoutWid","EarLen","TruffleWid","TruffleHei","EyeDia","HeadBodyLen","ChestLen","ChestHigh","FrontLeg","HindLeg","LS_mean_light","LS_sd_light","CL_cie_d_wmean_mean","CL_polar_mean","COL_yellow","COL_red","COL_green","COL_blue","COL_dark","COL_light","GD_sizegood_1","GD_sizegood_2","GD_sizebad","SH_n.core.cell_mean","SH_perim.area.ratio_sd","MO_Fourier_pc1","MO_Fourier_pc2","MO_conv","MO_rect","HOG_mean","HOG_sd","HOG_skew","FR_full_sq_fd","FR_full_sq_sc","RGB_pca_A1","RGB_pca_A2","RGB_pca_A3"
"551","Attache","Nunursus attachus","limoges","NO","NO",33,25,110,"7","2",4,"7",0.8,9,30,1.5,8,"2",3,3,2.5,1718.87338539247,648,825.62446179749,"0","NA",3,3,3,5,4,6,8,"2",1,"1","a:2:{i:551;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:357;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696126130681577984094417178798.jpg",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.827608388936646,0.0973720536622454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303796326150224,0.0329243581143554,0.501436856028798,0.612136675020981,1.08293601776176e-05,1.01347495453232e-05,2.62292501724348,2.62289391968721,0.00459584353930456,4.09876151041768,-2.00219876796553,-1.31677404640489
"558","Massilia","Nunursus massilia","toulouse_albi","NO","NO",21,15,84,"2","6",4,"0",1,7,20,2,5,"2",3,3,1,445.633840657307,245,258.211280219102,"0","NA",2,2,3,3,1,6,6,"2",1,"0","a:2:{i:558;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:588;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696129435224835700322496486143-r180.jpg",NA,0.25,NA,0.25,8.48,8.95,5.43,2.3,4.12,3.85,1.66,1.27,1.04,1.1,14.67,7.25,7.86,4.67,5.31,0.840577216259868,0.117947311711929,10.6125532954595,-0.801829142744306,0.164858398609266,0,0.0564924430438613,6.09416606295461,0,0,NA,NA,NA,3623.58333333333,0.320975811331001,-0.016574338505636,0.0336912026465945,0.631360322484509,0.674181559874713,5.47286999943991e-06,9.77498990431909e-06,5.42066758213257,2.16517002130682,0.00560591904244842,3.45490412232103,-0.221509039485423,-0.216530447685532
"559","Jacky","Nunursus utilus","brest","NO","NO",43,35,225,"8","2",4,"0",1,16,42,7,18,"2",3,5,7,3790.1158147904,4608,2874.37193826347,"1","NA",4,4,4,4,4,9,9,"1",1,"1","a:2:{i:559;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:541;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-171.jpg",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594893408458865,0.168903344047753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140710033674184,-0.110265808756617,0.649099794468866,0.668800115048445,1.43729278319444e-05,1.69442823781939e-05,3.92137469548402,2.6197074025643,0.0913613292593621,-0.396654018391965,3.24548500279397,0.755970297093657
"563","Jounal","Nunursus journalus","limoges","NO","NO",39,31,200,"16","1",4,"7",1,13,37,6,14,"2",4,6,4,2832.48052220646,2366,1799.49350740215,"1","NA",5,5,5,4,4,11,50,"1",4,"1","a:2:{i:563;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:560;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/2019-09-27_21.36.47.jpg",0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769538232993499,0.124449263256159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125410114788398,0.142691984563878,0.792418022980788,0.638712856102769,7.88303899060855e-06,1.37986747616009e-05,4.45398192434317,2.58577446412651,0.0286356405141284,3.38391485247179,-0.036465882384196,0.405695873595453
"569","Nounours","Nunursus dormio","angers","YES","NO",44,42.5,306,"8","2",4,"0",1,14,38,5,14,"2",3,5,4,3447.29606737045,2744,2165.76535579015,"-1","NA",3,3,5,4,4,10,12,"1",2,"1","a:2:{i:569;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}s:8:""Gerontus"";a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-176.jpg",0.5,NA,NA,NA,12.88,11.7,11.97,2.45,5.88,5.81,2.86,2.47,1.39,0.91,29.41,9.95,11.41,13.79,12.96,0.541286514856714,0.128624755277831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.269188205230999,0.0592439083736041,0.699858118476584,0.622944743169081,1.14051700320862e-05,1.63063144034813e-05,5.89002429694623,2.70291396191555,0.0754021363096891,-4.23183441131862,4.14142578679401,-2.67362971246792
"572","Sylvia","Nunursus sylva","limoges","NO","NO",15,7,47.9,"9","1",4,"0",1,7,16,1.5,6.5,"2",2,3,1.5,162.974661726101,318.5,176.458220575367,"0","NA",5,5,3,4,2,6,39,"1",2,"1","a:2:{i:572;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:345;a:8:{i:21;s:2:""ko"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/img_8484-2.jpg",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558889799400947,0.194164832333472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0751551496396805,-0.0309160174624959,0.750452846914458,0.824998631889879,6.69527003067216e-06,1.67598013663936e-05,7.17880539666338,2.06792615926389,0.0131814853160274,-4.21808943626866,-1.53610849702938,-3.1465814231964
"577","Max","Nunursus calinus gigantus","brest","YES","NO",104,89.5,1034,"9","2",4,"0",2,32,89,7.3,31,"2",2,4,6.5,45383.9869523125,31744,26053.9956507708,"1","NA",4,4,4,3,4,8,18,"2",2,"1","a:2:{i:577;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:587;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-180.jpg",1,0.625,0.625,NA,29.23,31.98,26,8.94,11.83,12.85,3.66,4.65,3.49,2.65,67.23,31.79,33.11,22.31,33.41,0.737698485397737,0.102878548004292,8.06610300593362,1.39482960158799,17.1586364087816,0,0.0384348631592396,0,0,0,NA,NA,NA,1558.08333333333,0.296853370324408,-0.311632979602005,0.091492495905198,0.591270398863671,0.614040224654318,5.4070360639353e-06,1.33735303867256e-05,6.38896182819864,2.4774396120711,0.0278780838867705,-0.542758333993109,4.74664777224306,0.598998974002026
"583","Copin","Nunursus copinus","angers","NO","NO",20,25,22,"8","7",2,"0",0.8,5,17,1,5.5,"2",2,4,1.4,344.968339151683,137.5,168.156113050561,"1","NA",3,5,4,3,4,8,39,"1",2,"0","a:2:{i:583;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:350;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/1569613739052298432163015387418.jpg",NA,0.875,NA,0.875,5.87,6.78,4.97,1.66,2.35,3.32,3.05,1.22,0.82,0.93,15.52,6.82,4.61,6.92,0.43,0.509854196774076,0.153592065152212,7.28076004923511,0.90767423908211,8.35648008481607,0.116319351414036,0.0843011620226991,0,0,0,NA,NA,NA,2834,0.328203292964276,0.184531116181928,0.0979911890489032,0.693567140050498,0.494568240104794,4.79719442368273e-06,1.29254352082579e-05,8.74713352685213,2.24237230210887,0.0213630968914926,-4.73058639761284,3.12814130411799,-2.84766639492442
"584","ALBERT","Nunursus albertus","limoges","YES","NO",85,50,500,"9","1",4,"0",2,19,56,5,15,"2",3,4,4,16470.6267506941,5415,7461.87558356469,"0","NA",4,5,3,5,3,7,27,"1",1,"0","a:2:{i:584;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}i:590;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696137957146784326569912005874.jpg",NA,0.875,NA,0.875,26.04,33.44,20.29,10.28,14.8,15.73,4.58,4.68,4.04,2.84,77.99,27.38,27.01,14.53,19.67,0.616779445498751,0.156805591384022,8.545300236503,1.4427253567284,14.7644723170464,0,0,0,0,0,NA,NA,NA,317.5,0.61414872605861,0.0577418049054676,-0.0258722340554165,0.647103366103528,0.630908661300064,1.36866931562633e-05,1.56316534361817e-05,4.94927356886043,2.83072952266122,0.103936769273503,-2.57069666207581,3.89195805075296,-1.14504725375915
"587","ours blanc","Nunursus oursus ours blancus","brest","YES","NO",25,23,106,"7","1",4,"3",0.7,10,29,3,9,"2",2,4,3,1003.86980355213,900,669.956601184043,"1","NA",4,4,4,4,4,8,8,"2",1,"1","a:2:{i:587;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:577;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-183.jpg",0.75,0.75,0.75,NA,7.41,8.88,6.91,3.14,4.26,5.68,1.91,1.74,1.29,0.6,16.52,8.88,9.16,8.04,7.12,0.836996993574844,0.131342311005062,4.90673997411071,-1.72862273626994,0.00197629724934849,0,0.181415755159686,6.87615898968854,0,0,NA,NA,NA,3427.66666666667,0.312465999055914,0.248239337539389,0.09150441470953,0.548431800800171,0.482577744108104,5.8453529647817e-06,9.90780388136662e-06,5.12814015643789,2.28782472511178,0.0120198984874119,2.52854410844145,0.161792108279668,-0.691685807919644
"589","Flocon","Nunursus floconus","brest","NO","NO",26,24,111,"7","2",4,"9",1,9,25,4,9,"2",4,4,3,845.510635175694,729,561.836878391898,"1","NA",3,3,4,3,3,8,17,"1",1,"1","a:2:{i:589;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:579;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-184.jpg",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784593053440321,0.0791221829858468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0537166719708313,0.0575497335467829,0.57681266397184,0.567227933260578,5.46994898522621e-06,8.13244849235014e-06,5.95326434338266,2.10330048936578,0.00257569253301684,4.33709929705302,0.0546488011526698,1.59404862414754
"594","Fulgu","Nunursus fulgur","angers","NO","NO",22,17,125,"8","1",4,"3.9",1,9.5,16,2,7,"2",2,2,5,254.647908947033,631.75,337.132636315678,"0","NA",4,4,3,2,2,5,37,"2",2,"0","a:2:{i:594;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:529;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/20190927_215416.jpg",NA,0.125,NA,0.125,6.78,9.41,6.34,2.7,4.54,4.04,3.66,1.2,0.84,0.72,17.06,7.35,7.63,5.49,5.97,0.7148430451993,0.201544088327739,13.6608906017696,1.39472627902589,8.48636159676925,0,0.452977236949449,0,0,0,NA,NA,NA,5360.91666666667,0.268874889250232,0.181530528399929,-0.0744037190039632,0.610385037399165,0.738826906179769,7.11983793986276e-06,1.58836285202967e-05,5.20877022989,2.17036881679753,0.0241408045251383,0.866743860301324,0.570370900387989,-0.244616386606382
"596","Doudou","Nunursus doudounus","le_mans","YES","NO",65,51,419,"9","2",4,"0",1.5,14,34,4,15,"2",3,2,4,4691.56941246289,2940,2683.52313748763,"-1","NA",2,4,2,5,5,4,27,"1",2,"1","a:2:{i:596;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:435;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-186.jpg",1,0.25,0.25,NA,17.79,15.08,13.25,4.49,6.42,6.74,4.67,2.88,1.6,1.24,39.94,11.95,11.84,18.32,21.3,0.744761059322543,0.19597320810296,8.20323493173212,1.46601297818555,16.2144503570716,0,0,0,0,0,NA,NA,NA,1001,0.412875595029415,-0.387507713420361,-0.0502775725378446,0.573550237926225,0.650909652592569,1.12083487219338e-05,1.61171942231838e-05,5.45992522846831,2.69321617823847,0.0362112067877074,0.348396685361779,2.93017870554758,0.987295126041474
"598","Monica","Nunursus monicus","limoges","YES","NO",19,8,67.3,"5","6",0,"0",1,5.5,18,1.5,5,"2",1,6,2,348.071860541975,151.25,188.873953513992,"1","NA",4,5,3,2,2,9,20,"1",1,"0","a:2:{i:598;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ok"";}i:362;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ko"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696141232989198313268389437975-r180.jpg",NA,0.75,NA,0.75,5.14,5.93,4.8,1.38,2.32,2.17,1.33,0.51,0.75,0.96,17.19,7.46,8.43,0.2,0.24,0.768653265557736,0.124104145028169,20.4966208245442,1.40028150127335,19.429674419077,1.43972402594679,1.71426677037482,0,0,0,NA,NA,NA,3423.83333333333,0.313361036737631,-0.0372820000898328,-0.272504205467273,0.663386184408508,0.73335402211564,5.00332881170701e-06,1.35294830598811e-05,7.14080595101723,2.56967372386111,0.0241913083002954,-0.862027212011983,3.11461112254268,-0.199575237617222
"609","Coluche","Nunursus colus","bordeaux","NO","NO",55,32,220,"8","3",4,"0",1.2,11.5,32,7,18,"2",3,6,8,3544.69889254269,2380.5,2048.39963084756,"0","NA",5,5,5,5,5,11,20,"2",8,"1","a:2:{i:609;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:593;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-190-r90.jpg",0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.910991056489493,0.103435243410567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.055454577321065,-0.238344658616436,0.530452435490278,0.599191006669943,1.36591520716253e-05,1.35523085099021e-05,2.63105296933504,2.47340204539821,0.00580793414307719,3.58152309664479,-1.86979490752607,-0.79550581190192
"615","Doudoutoudou","Nunursus bandadanus","brest","YES","NO",37,25,92,"7","2",4,"7",0.4,10,29,2,10,"2",3,3,3,1806.96564639383,1000,966.321882131278,"0","NA",3,2,3,3,2,6,7,"1",1,"1","a:2:{i:615;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:9;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-191.jpg",0.875,NA,NA,NA,8.85,10.41,6.94,1.35,4.75,5.97,3.16,2.79,1.6,0.47,24.04,10.75,13.64,11.36,10.51,0.884056169568941,0.131676623428155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.174461387683759,-0.0243912253846479,0.565064183034495,0.534590854322088,6.06580492858205e-06,1.16198727239506e-05,6.77541162332415,2.37894535498432,0.00782808514936492,3.24338617832325,-2.75087080089995,-2.70744249070825
"621","ours rose","Nunursus rosus","limoges","YES","NO",45,30,200,"8","2",4,"3",1,14,33,3.7,10,"2",4,6,3,2686.45586191965,1960,1615.48528730655,"1","NA",5,5,5,5,3,11,11,"1",1,"0","a:2:{i:621;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:631;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696150586803043486033424603645.jpg",NA,0.5,0.375,0.625,16.17,17.84,13.07,6.25,7.03,8.39,3.09,2.44,1.1,1.07,29.67,11.47,15.72,11.73,14.22,0.828506024693631,0.118779321816185,21.999485191994,0.464511858250784,2.8321337886186,14.8945769253019,0,0,0,0,NA,NA,NA,3360.66666666667,0.282897106367572,0.00515921307117483,0.00362905330303321,0.650765524352567,0.633955729012271,8.89918078326889e-06,1.46971547293878e-05,5.75458157427444,2.50751229246383,0.0390899219716674,1.63377749321156,-0.311550204424604,-0.406834566262405
"622","Barley","Nunursus barleus","bordeaux","YES","NO",59,53,220,"8","2",4,"0",1.4,16.5,52,7,20,"2",3,6,5.5,9145.0430300603,5445,4936.6810100201,"1","NA",5,5,5,5,4,11,22,"1",3,"1","a:2:{i:622;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ko"";}i:618;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-192-r90.jpg",0.625,0.75,0.75,NA,16.87,18.65,15.46,9.74,9.47,9.84,3.67,3.94,3.94,1.23,43.48,17.25,20.93,20.79,18.67,0.842162059908761,0.0883551725380553,1.63897676085651,-0.420918309001764,0.123839446511788,0.108165622951688,0,0.75105034761177,0,0,NA,NA,NA,1928.5,0.61619455804258,-0.0296980255870965,0.232531742299722,0.561280150510961,0.526942095141348,8.80781271232315e-06,9.06935412015977e-06,3.61591179320401,2.2550710588292,0.00222216610691649,4.27111220076159,-2.83985756315218,-1.9107785983534
"626","Luminou","Nunursus luminus","brest","NO","NO",42,35,252,"7","2",4,"0",1.5,17,43,3,16,"2",3,4,6,3678.46862221143,4624,2851.48954073714,"1","NA",4,4,4,4,4,8,6,"1",1,"1","a:2:{i:626;a:8:{i:21;s:2:""ko"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ko"";i:28;s:2:""ko"";}i:627;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ko"";i:25;s:2:""ko"";i:26;s:2:""ko"";i:27;s:2:""ok"";i:28;s:2:""ko"";}}","https://nounours.umontpellier.fr/IMG/jpg/image-194.jpg",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831451232946592,0.0798891352988624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0476305794550325,-0.0524967392225949,0.551436539797231,0.556148369773546,4.61080141988543e-06,7.57749195279002e-06,6.40981555344116,1.83862261074265,0.0014141057044014,4.50114614048246,-2.50456460720279,-1.30328934126258
"631","Endormi","Nunursus dormus","limoges","YES","NO",23,21.5,71.7,"14","2",4,"3",1.6,7.3,23,3,9,"2",2,5,1,660.914774430559,479.61,404.074924810186,"-1","NA",3,1,4,5,5,9,12,"2",1,"0","a:2:{i:631;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}i:621;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ko"";i:24;s:2:""ko"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696153188374898184839973586346.jpg",NA,0.1875,0,0.375,6.58,7.82,4.87,2.79,3.08,4.58,0.17,0.91,1.44,0.99,14.53,6.07,4.29,6.8,8.05,0.793270841593664,0.166408594215306,23.1836496939221,0.736811053055476,13.0204369153102,1.10667219764131,0,0.0935140144734471,0,0,NA,NA,NA,3088.66666666667,0.555998033098851,-0.101968099162652,0.056551386278397,0.517651899640834,0.470598747146356,5.65638886620352e-06,1.61267562229354e-05,6.84026864938537,2.20916855787116,0.0138885381682281,0.295550223615887,-0.660828626224333,-3.5873325010316
"633","Hypercephale","Nunursus hypercephalus","marseille","NO","NO",18,12,41,"1","1",4,"0",0.5,9,17,0.5,5,"2",3,3,2,206.98100349101,405,217.660334497003,"0","NA",2,1,2,2,3,5,18,"2",2,"0","a:2:{i:633;a:8:{i:21;s:2:""ok"";i:22;s:2:""ko"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ko"";i:28;s:2:""ok"";}i:634;a:8:{i:21;s:2:""ok"";i:22;s:2:""ok"";i:23;s:2:""ok"";i:24;s:2:""ok"";i:25;s:2:""ok"";i:26;s:2:""ok"";i:27;s:2:""ok"";i:28;s:2:""ok"";}}","https://nounours.umontpellier.fr/IMG/jpg/15696153763335941499383871486566.jpg",NA,0.25,NA,0.25,7.2,9.42,4.27,1.74,2.9,5.72,1.35,2.13,1.12,0.6,12.51,4.66,4.61,4.43,4.59,0.747866921564402,0.141050559640273,4.3580108903437,0.739804980178285,4.35434602191964,1.71079398694469,0.0870950973673261,0,0,0,NA,NA,NA,2435.08333333333,0.204817262761934,0.0680538091004517,-0.139958312231188,0.611183750042927,0.612462308274919,8.60156297804339e-06,1.25947790610252e-05,5.25111899245288,2.39839075175496,0.0344940784323628,2.0276863645274,2.27873741498629,1.56395313536047
